Resume,Job_Description,Resume_Cleaned,Job_Description_Cleaned,Similarity_Score
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.2812234350767221
"Data analyst with 10 years of experience in AWS, Azure, GCP. Certified in Azure Fundamentals. Strong problem-solving skills.","Hiring a software engineer with experience in cloud migration and AWS, Azure, GCP.",data analyst 10 years experience aws azure gcp certified azure fundamentals strong problem solving skills,hiring software engineer experience cloud migration aws azure gcp,0.2804031147578352
"Software engineer with 7 years of experience in React, JavaScript, CSS. Skilled in microservices.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Excel.",software engineer 7 years experience react javascript css skilled microservices,looking data analyst expertise react javascript css data visualization tools like excel,0.27971204777614517
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",front end developer proficient react javascript css experience building responsive web applications,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.279145321182575
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",front end developer proficient react javascript css experience building responsive web applications,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.279145321182575
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2789811961363716
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",front end developer proficient react javascript css experience building responsive web applications,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.27890834485168503
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2787602018770814
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2787602018770814
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2787602018770814
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2787602018770814
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2787602018770814
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Hiring a software engineer with experience in backend development and AWS, Azure, GCP.",front end developer proficient aws azure gcp experience building responsive web applications,hiring software engineer experience backend development aws azure gcp,0.27458911813476505
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise microservices,looking data analyst expertise aws azure gcp data visualization tools like excel,0.2744077277535504
Cloud architect with hands-on experience in Kubernetes. Expertise in responsive design.,"Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",cloud architect hands experience kubernetes expertise responsive design,hiring software engineer experience responsive design python sql tableau,0.2736550688586693
"Data analyst with 7 years of experience in AWS, Azure, GCP. Certified in Azure Fundamentals. Strong problem-solving skills.","Seeking a cloud architect with experience in AWS, Azure, GCP and cloud migration.",data analyst 7 years experience aws azure gcp certified azure fundamentals strong problem solving skills,seeking cloud architect experience aws azure gcp cloud migration,0.2731301109342227
"Data analyst with 3 years of experience in React, JavaScript, CSS. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",data analyst 3 years experience react javascript css certified power bi strong problem solving skills,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.27312746206496163
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.",Seeking a cloud architect with experience in multi-cloud platforms and responsive design.,cloud architect hands experience aws azure gcp expertise microservices,seeking cloud architect experience multi cloud platforms responsive design,0.27146428447806814
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.",Seeking a cloud architect with experience in multi-cloud platforms and responsive design.,cloud architect hands experience aws azure gcp expertise microservices,seeking cloud architect experience multi cloud platforms responsive design,0.27146428447806814
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,Seeking a cloud architect with experience in Kubernetes and responsive design.,cloud architect hands experience multi cloud platforms expertise backend development,seeking cloud architect experience kubernetes responsive design,0.26923277085171693
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Seeking a cloud architect with experience in AWS, Azure, GCP and backend development.",front end developer proficient aws azure gcp experience building responsive web applications,seeking cloud architect experience aws azure gcp backend development,0.26809912048942547
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient react javascript css experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.26803798330946815
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",front end developer proficient react javascript css experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.26803798330946815
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in responsive design.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Excel.",cloud architect hands experience aws azure gcp expertise responsive design,looking data analyst expertise aws azure gcp data visualization tools like excel,0.2675622772024693
"Data analyst with 3 years of experience in React, JavaScript, CSS. Certified in Power BI. Strong problem-solving skills.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",data analyst 3 years experience react javascript css certified power bi strong problem solving skills,hiring front end developer proficiency react javascript css experience creating responsive designs,0.26712501895764584
"Data analyst with 8 years of experience in React, JavaScript, CSS. Certified in AWS Solutions Architect. Strong problem-solving skills.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",data analyst 8 years experience react javascript css certified aws solutions architect strong problem solving skills,hiring front end developer proficiency react javascript css experience creating responsive designs,0.26519067055927653
"Data analyst with 2 years of experience in React, JavaScript, CSS. Certified in AWS Solutions Architect. Strong problem-solving skills.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",data analyst 2 years experience react javascript css certified aws solutions architect strong problem solving skills,hiring front end developer proficiency react javascript css experience creating responsive designs,0.26519067055927653
"Software engineer with 1 years of experience in React, JavaScript, CSS. Skilled in responsive design.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",software engineer 1 years experience react javascript css skilled responsive design,looking data analyst expertise react javascript css data visualization tools like power bi,0.26442272310941833
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient aws azure gcp experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.2641113001462315
"Front-end developer proficient in AWS, Azure, GCP. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient aws azure gcp experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.2641113001462315
"Software engineer with 6 years of experience in AWS, Azure, GCP. Skilled in backend development.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs.",software engineer 6 years experience aws azure gcp skilled backend development,hiring front end developer proficiency aws azure gcp experience creating responsive designs,0.26180508975319094
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.",Seeking a cloud architect with experience in multi-cloud platforms and backend development.,cloud architect hands experience aws azure gcp expertise microservices,seeking cloud architect experience multi cloud platforms backend development,0.2601224372449346
Cloud architect with hands-on experience in Kubernetes. Expertise in backend development.,Seeking a cloud architect with experience in multi-cloud platforms and responsive design.,cloud architect hands experience kubernetes expertise backend development,seeking cloud architect experience multi cloud platforms responsive design,0.26000522744722
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in cloud migration.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs.",cloud architect hands experience aws azure gcp expertise cloud migration,hiring front end developer proficiency aws azure gcp experience creating responsive designs,0.2586982324778663
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",front end developer proficient python sql tableau experience building responsive web applications,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.25758608872383215
"Software engineer with 4 years of experience in AWS, Azure, GCP. Skilled in responsive design.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",software engineer 4 years experience aws azure gcp skilled responsive design,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.25714288764044235
Cloud architect with hands-on experience in multi-cloud platforms. Expertise in backend development.,"Seeking a cloud architect with experience in AWS, Azure, GCP and responsive design.",cloud architect hands experience multi cloud platforms expertise backend development,seeking cloud architect experience aws azure gcp responsive design,0.2570298562948532
"Data analyst with 5 years of experience in deep learning, TensorFlow, NLP. Certified in Power BI. Strong problem-solving skills.","Hiring a front-end developer with proficiency in deep learning, TensorFlow, NLP and experience in creating responsive designs.",data analyst 5 years experience deep learning tensorflow nlp certified power bi strong problem solving skills,hiring front end developer proficiency deep learning tensorflow nlp experience creating responsive designs,0.2563530284437324
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.2551059485053027
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.2551059485053027
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Python, SQL, Tableau and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency python sql tableau experience creating responsive designs,0.2551059485053027
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.2537150016295664
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.2535140219232906
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient python sql tableau experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.2535140219232906
"Data analyst with 8 years of experience in AWS, Azure, GCP. Certified in Azure Fundamentals. Strong problem-solving skills.","Hiring a front-end developer with proficiency in AWS, Azure, GCP and experience in creating responsive designs.",data analyst 8 years experience aws azure gcp certified azure fundamentals strong problem solving skills,hiring front end developer proficiency aws azure gcp experience creating responsive designs,0.25316728823112955
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2530719484174453
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2530719484174453
"Front-end developer proficient in Java, Spring Boot, RESTful APIs. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in React, JavaScript, CSS and experience in creating responsive designs.",front end developer proficient java spring boot restful apis experience building responsive web applications,hiring front end developer proficiency react javascript css experience creating responsive designs,0.2530719484174453
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Hiring a front-end developer with proficiency in Java, Spring Boot, RESTful APIs and experience in creating responsive designs.",front end developer proficient react javascript css experience building responsive web applications,hiring front end developer proficiency java spring boot restful apis experience creating responsive designs,0.25162636659082
Cloud architect with hands-on experience in Kubernetes. Expertise in microservices.,"Hiring a software engineer with experience in microservices and AWS, Azure, GCP.",cloud architect hands experience kubernetes expertise microservices,hiring software engineer experience microservices aws azure gcp,0.25092456627649734
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in backend development.",Seeking a cloud architect with experience in multi-cloud platforms and responsive design.,cloud architect hands experience aws azure gcp expertise backend development,seeking cloud architect experience multi cloud platforms responsive design,0.250276944020911
"Software engineer with 2 years of experience in Python, SQL, Tableau. Skilled in responsive design.","Seeking a cloud architect with experience in AWS, Azure, GCP and responsive design.",software engineer 2 years experience python sql tableau skilled responsive design,seeking cloud architect experience aws azure gcp responsive design,0.25008411127240543
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.24929233920522492
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.24929233920522492
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in AWS, Azure, GCP.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background aws azure gcp,0.24929233920522492
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.24488640878780618
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in deep learning, TensorFlow, NLP.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background deep learning tensorflow nlp,0.24488640878780618
"Software engineer with 1 years of experience in Python, SQL, Tableau. Skilled in backend development.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",software engineer 1 years experience python sql tableau skilled backend development,looking data analyst expertise python sql tableau data visualization tools like power bi,0.24242863669980647
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.24212676587316084
"Front-end developer proficient in deep learning, TensorFlow, NLP. Experience in building responsive web applications.","Looking for a data analyst with expertise in deep learning, TensorFlow, NLP and data visualization tools like Tableau.",front end developer proficient deep learning tensorflow nlp experience building responsive web applications,looking data analyst expertise deep learning tensorflow nlp data visualization tools like tableau,0.2404424124114417
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.24030947657913132
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Python, SQL, Tableau.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background python sql tableau,0.24030947657913132
"Data analyst with 1 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",data analyst 1 years experience aws azure gcp certified power bi strong problem solving skills,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.2402081616215837
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background react javascript css,0.24012285354642016
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background react javascript css,0.24012285354642016
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background react javascript css,0.24012285354642016
Cloud architect with hands-on experience in Kubernetes. Expertise in microservices.,"Seeking a cloud architect with experience in AWS, Azure, GCP and responsive design.",cloud architect hands experience kubernetes expertise microservices,seeking cloud architect experience aws azure gcp responsive design,0.23991666148307497
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in React, JavaScript, CSS.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background react javascript css,0.23869742025159768
"Software engineer with 3 years of experience in AWS, Azure, GCP. Skilled in cloud migration.","Hiring a software engineer with experience in microservices and Python, SQL, Tableau.",software engineer 3 years experience aws azure gcp skilled cloud migration,hiring software engineer experience microservices python sql tableau,0.23750892199894244
"Software engineer with 4 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Hiring a software engineer with experience in responsive design and AWS, Azure, GCP.",software engineer 4 years experience deep learning tensorflow nlp skilled cloud migration,hiring software engineer experience responsive design aws azure gcp,0.23466286451421076
"Front-end developer proficient in React, JavaScript, CSS. Experience in building responsive web applications.","Looking for a data analyst with expertise in React, JavaScript, CSS and data visualization tools like Power BI.",front end developer proficient react javascript css experience building responsive web applications,looking data analyst expertise react javascript css data visualization tools like power bi,0.2317942942194235
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in microservices and deep learning, TensorFlow, NLP.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience microservices deep learning tensorflow nlp,0.2316798033596757
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",front end developer proficient python sql tableau experience building responsive web applications,looking data analyst expertise python sql tableau data visualization tools like excel,0.23047642152509223
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Excel.",front end developer proficient python sql tableau experience building responsive web applications,looking data analyst expertise python sql tableau data visualization tools like excel,0.23047642152509223
"Software engineer with 9 years of experience in AWS, Azure, GCP. Skilled in backend development.","Hiring a software engineer with experience in microservices and deep learning, TensorFlow, NLP.",software engineer 9 years experience aws azure gcp skilled backend development,hiring software engineer experience microservices deep learning tensorflow nlp,0.22883353514554033
"Data analyst with 2 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Seeking a cloud architect with experience in AWS, Azure, GCP and backend development.",data analyst 2 years experience aws azure gcp certified power bi strong problem solving skills,seeking cloud architect experience aws azure gcp backend development,0.2273030895596462
"Data analyst with 3 years of experience in Python, SQL, Tableau. Certified in Power BI. Strong problem-solving skills.","Looking for a data analyst with expertise in Java, Spring Boot, RESTful APIs and data visualization tools like Tableau.",data analyst 3 years experience python sql tableau certified power bi strong problem solving skills,looking data analyst expertise java spring boot restful apis data visualization tools like tableau,0.22592470457412894
"Cloud architect with hands-on experience in AWS, Azure, GCP. Expertise in microservices.",Seeking a cloud architect with experience in Kubernetes and backend development.,cloud architect hands experience aws azure gcp expertise microservices,seeking cloud architect experience kubernetes backend development,0.2249483226134882
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and deep learning, TensorFlow, NLP.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience cloud migration deep learning tensorflow nlp,0.22246884963117008
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Hiring a software engineer with experience in cloud migration and deep learning, TensorFlow, NLP.",ai researcher strong foundation deep learning nlp published papers leading journals,hiring software engineer experience cloud migration deep learning tensorflow nlp,0.22246884963117008
"Front-end developer proficient in Python, SQL, Tableau. Experience in building responsive web applications.","Looking for a data analyst with expertise in Python, SQL, Tableau and data visualization tools like Power BI.",front end developer proficient python sql tableau experience building responsive web applications,looking data analyst expertise python sql tableau data visualization tools like power bi,0.2223760436879665
"Software engineer with 8 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Hiring a software engineer with experience in backend development and AWS, Azure, GCP.",software engineer 8 years experience deep learning tensorflow nlp skilled cloud migration,hiring software engineer experience backend development aws azure gcp,0.22027084978487935
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.22010955429184603
"AI researcher with a strong foundation in deep learning, NLP. Published papers in leading journals.","Looking for an AI researcher with expertise in machine learning, computer vision and strong background in Java, Spring Boot, RESTful APIs.",ai researcher strong foundation deep learning nlp published papers leading journals,looking ai researcher expertise machine learning computer vision strong background java spring boot restful apis,0.22010955429184603
"Data analyst with 3 years of experience in deep learning, TensorFlow, NLP. Certified in Power BI. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",data analyst 3 years experience deep learning tensorflow nlp certified power bi strong problem solving skills,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.22006015341885998
"Software engineer with 1 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",software engineer 1 years experience deep learning tensorflow nlp skilled cloud migration,hiring software engineer experience responsive design python sql tableau,0.21989899661326728
"Software engineer with 8 years of experience in deep learning, TensorFlow, NLP. Skilled in microservices.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",software engineer 8 years experience deep learning tensorflow nlp skilled microservices,looking ai researcher expertise deep learning nlp strong background react javascript css,0.21885207442458032
"Data analyst with 10 years of experience in deep learning, TensorFlow, NLP. Certified in Azure Fundamentals. Strong problem-solving skills.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Tableau.",data analyst 10 years experience deep learning tensorflow nlp certified azure fundamentals strong problem solving skills,looking data analyst expertise aws azure gcp data visualization tools like tableau,0.21799738562607207
"AI researcher with a strong foundation in machine learning, computer vision. Published papers in leading journals.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Java, Spring Boot, RESTful APIs.",ai researcher strong foundation machine learning computer vision published papers leading journals,looking ai researcher expertise deep learning nlp strong background java spring boot restful apis,0.21766449641777366
"Software engineer with 3 years of experience in React, JavaScript, CSS. Skilled in cloud migration.","Hiring a software engineer with experience in responsive design and Python, SQL, Tableau.",software engineer 3 years experience react javascript css skilled cloud migration,hiring software engineer experience responsive design python sql tableau,0.21759935225114835
"Software engineer with 6 years of experience in Python, SQL, Tableau. Skilled in cloud migration.","Hiring a software engineer with experience in responsive design and React, JavaScript, CSS.",software engineer 6 years experience python sql tableau skilled cloud migration,hiring software engineer experience responsive design react javascript css,0.21715748274340474
"Software engineer with 5 years of experience in Python, SQL, Tableau. Skilled in backend development.","Hiring a software engineer with experience in microservices and React, JavaScript, CSS.",software engineer 5 years experience python sql tableau skilled backend development,hiring software engineer experience microservices react javascript css,0.2149737472705428
"Data analyst with 1 years of experience in Python, SQL, Tableau. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Power BI.",data analyst 1 years experience python sql tableau certified aws solutions architect strong problem solving skills,looking data analyst expertise aws azure gcp data visualization tools like power bi,0.21329359282042626
"Data analyst with 10 years of experience in AWS, Azure, GCP. Certified in Power BI. Strong problem-solving skills.","Hiring a software engineer with experience in backend development and AWS, Azure, GCP.",data analyst 10 years experience aws azure gcp certified power bi strong problem solving skills,hiring software engineer experience backend development aws azure gcp,0.21243156546992398
"Data analyst with 4 years of experience in React, JavaScript, CSS. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Power BI.",data analyst 4 years experience react javascript css certified aws solutions architect strong problem solving skills,looking data analyst expertise aws azure gcp data visualization tools like power bi,0.21213965240634103
"Data analyst with 4 years of experience in React, JavaScript, CSS. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for a data analyst with expertise in AWS, Azure, GCP and data visualization tools like Power BI.",data analyst 4 years experience react javascript css certified aws solutions architect strong problem solving skills,looking data analyst expertise aws azure gcp data visualization tools like power bi,0.21213965240634103
"Software engineer with 2 years of experience in deep learning, TensorFlow, NLP. Skilled in cloud migration.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in React, JavaScript, CSS.",software engineer 2 years experience deep learning tensorflow nlp skilled cloud migration,looking ai researcher expertise deep learning nlp strong background react javascript css,0.21150386637288185
"Software engineer with 10 years of experience in AWS, Azure, GCP. Skilled in backend development.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in AWS, Azure, GCP.",software engineer 10 years experience aws azure gcp skilled backend development,looking ai researcher expertise deep learning nlp strong background aws azure gcp,0.2108840708128954
"Software engineer with 5 years of experience in deep learning, TensorFlow, NLP. Skilled in responsive design.","Hiring a software engineer with experience in backend development and Python, SQL, Tableau.",software engineer 5 years experience deep learning tensorflow nlp skilled responsive design,hiring software engineer experience backend development python sql tableau,0.21062102476427952
"Data analyst with 2 years of experience in deep learning, TensorFlow, NLP. Certified in AWS Solutions Architect. Strong problem-solving skills.","Looking for an AI researcher with expertise in deep learning, NLP and strong background in Python, SQL, Tableau.",data analyst 2 years experience deep learning tensorflow nlp certified aws solutions architect strong problem solving skills,looking ai researcher expertise deep learning nlp strong background python sql tableau,0.20866945462035003
